"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","30LB5CDZNCA40KDEBU298FCNFIQZ0N","AQB0TQPOGOFQE","Approved","Tue May 25 06:54:33 PDT 2021","Tue May 25 07:14:46 PDT 2021","Sun May 30 07:14:46 PDT 2021","Sat May 29 12:26:40 PDT 2021","","","1213","100% (1/1)","100% (1/1)","100% (1/1)","979785"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","30MVJZJNHMDWWZWNT4IGDWPQ0AL9JB","A2W3SU4RZN9AZD","Approved","Sat May 29 12:29:04 PDT 2021","Sat May 29 12:52:55 PDT 2021","Thu Jun 03 12:52:55 PDT 2021","Thu Jun 03 02:52:00 PDT 2021","","","1431","100% (1/1)","100% (1/1)","100% (1/1)","586518"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","30X31N5D63Q30LPI845U1SRX1P9SA9","A2MO3EE6D0P3KR","Approved","Tue May 25 07:23:30 PDT 2021","Tue May 25 07:49:21 PDT 2021","Sun May 30 07:49:21 PDT 2021","Sat May 29 12:42:33 PDT 2021","","","1551","100% (1/1)","100% (1/1)","100% (1/1)","699794"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","30ZX6P7VF8VLWFBO8V3139HCTIB2J3","A7VQQEIBSM9IU","Approved","Tue May 25 07:41:48 PDT 2021","Tue May 25 08:04:21 PDT 2021","Sun May 30 08:04:21 PDT 2021","Sat May 29 12:26:35 PDT 2021","","","1353","100% (1/1)","100% (1/1)","100% (1/1)","484881"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","3137ONMDKG530TX3T9DZ8XYLYT7GE2","A38B229W1GG2XE","Approved","Tue May 25 06:56:37 PDT 2021","Tue May 25 07:20:06 PDT 2021","Sun May 30 07:20:06 PDT 2021","Sat May 29 12:42:33 PDT 2021","","","1409","100% (1/1)","100% (1/1)","100% (1/1)","117306"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","31HQ4X3T3SAKW4GM5VUKA678V15SLO","AQNCH42WD4ITI","Approved","Tue May 25 07:11:00 PDT 2021","Tue May 25 07:40:47 PDT 2021","Sun May 30 07:40:47 PDT 2021","Sat May 29 12:26:40 PDT 2021","","","1787","100% (1/1)","100% (1/1)","100% (1/1)","459223"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","31IBVUNM9SZEO4NUDFWRQGMVYVLVF8","A3M12Q1AK3AYL","Approved","Sat May 29 12:17:57 PDT 2021","Sat May 29 12:43:49 PDT 2021","Thu Jun 03 12:43:49 PDT 2021","Thu Jun 03 02:52:00 PDT 2021","","","1552","100% (1/1)","100% (1/1)","100% (1/1)","379824"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","31LVTDXBL7A8VPG9Q6UFKW2C9ZIRLV","A2EAJ7834XI2IT","Approved","Tue May 25 06:53:59 PDT 2021","Tue May 25 07:19:08 PDT 2021","Sun May 30 07:19:08 PDT 2021","Sat May 29 12:42:33 PDT 2021","","","1509","100% (1/1)","100% (1/1)","100% (1/1)","321015"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","31LVTDXBL7A8VPG9Q6UFKW2C9ZJRLW","A17V85U8PXS4LJ","Approved","Tue May 25 06:58:04 PDT 2021","Tue May 25 07:23:23 PDT 2021","Sun May 30 07:23:23 PDT 2021","Sat May 29 12:42:34 PDT 2021","","","1519","100% (1/1)","100% (1/1)","100% (1/1)","528653"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","237","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","32RIADZISS4OYW91Z3V3OP5X9F74S4","A1L8M9HBRG9N5R","Approved","Tue May 25 06:54:57 PDT 2021","Tue May 25 07:17:50 PDT 2021","Sun May 30 07:17:50 PDT 2021","Sat May 29 12:42:34 PDT 2021","","","1373","100% (1/1)","100% (1/1)","100% (1/1)","468185"
